V2,V7,V8,V9,V10,gid,project,psid,PID,K2,wave,gc,term,lang,hilow,incent,Q_Language,cguess,Q_TotalDuration,med,Q19_1,D1,D2,D3,Q1,Q2,Q8,Q5,Q6,Q7,Q9,Quiz.1.Correct,Quiz.2.Correct,Quiz.3.Correct,Quiz.4.Correct,Quiz.5.Correct,Quiz.6.Correct,Q10_1,Q12,Q18_1,Q13,Q14,Q15#1_1,Q15#1_2,Q15#1_3,Q15#1_4,Q15#1_5,Q15#1_6,Q15#1_7,Q15#1_8,Q15#1_9,Q15#1_10,Q15#1_11,Q15#1_12,Q15#1_13,Q15#1_14,Q15#1_15,Q16,Q22,Q23,Q24,Q27,Q29,Q28,Q31,Q29,Q30,Q32_1,Q32_2,Q32_3,Q32_4,DO-BR-FL_180,DO-BR-FL_169,DO-BR-FL_183,DO-BR-FL_23,DO-BR-FL_186,DO-BR-FL_31,DO-BR-FL_189,DO-BR-FL_47,DO-BR-FL_192,DO-BR-FL_43,DO-BR-FL_195,DO-BR-FL_39,DO-BR-FL_198,DO-BR-FL_35,DO-BR-FL_19,DO-BR-FL_8,DO-BR-FL_263,DO-BR-FL_254,DO-BR-FL_236,DO-BR-FL_227,DO-BR-FL_160,DO-BR-FL_150,DO-BR-FL_130,DO-BR-FL_120,DO-BR-FL_100,DO-BR-FL_89,DO-Q-Q15,LocationAccuracy
Default Response Set,0,07/08/2015 17:16,07/08/2015 17:29,1,ZA200058,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,no,EN,India,742,{Invalid Expression},1,2,2,160,1,Ludwig van Beethoven,Stefani Joanne Angelina Germanotta,"Dave Grohl,",1862,3," Gary, Indiana, chicago",1,1,1,1,1,1,1,1,1,1,1,4,3,3,1,2,4,4,3,4,3,4,4,4,2,4,99,,white South African,2,1,1,0,1,7,2,2,2,1,2,,,,,,,,,,,,,FL_199,Quiz|Coin flip,FL_21,FL_10,,,,,,,,,,,7|1|9|15|6|5|14|10|2|3|12|11|13|8|4,-1
Default Response Set,0,07/08/2015 17:20,07/08/2015 17:29,1,ZA200063,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,no,EN,Argentina,534,{Invalid Expression},1,2,4,160,1,,Stefani,,,,"Gary, Indiana",0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,3,2,1,4,2,1,70,,south african,2,1,4,3000,1,4,2,2,2,1,1,,,,,,,,,,,,,FL_199,Coin flip|Quiz,FL_21,FL_13,,,,,,,,,,,13|9|2|14|3|7|4|11|10|12|1|6|8|15|5,-1
Default Response Set,0,07/08/2015 17:21,07/08/2015 17:29,1,DK200124,Qual12-1114CountriesUKUS,,,,2,1,,DA,3,yes,DA,Forenede Kongerige Storbritannien og Nordirland,521,{Invalid Expression},1,1,4,48,1,ved ikke,ved ikke,ved ikke,,ved ikke,ved ikke,0,0,0,0,0,0,1,1,1,1,1,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,55,1,danmark,2,1,3,19000,3,1,2,2,2,2,2,,,,,,,,,,,FL_197,Coin flip|Quiz,,,FL_20,,FL_266,,,,,,,,,,15|9|8|1|4|6|2|13|7|11|10|12|5|3|14,-1
Default Response Set,0,07/08/2015 17:23,07/08/2015 17:29,1,AR200120,Qual12-1114CountriesUKUS,,,,2,1,,ES,3,no,ES,Reino Unido de Gran Bretaña e Irlanda del Norte,388,{Expresión no válida},1,1,6,7,1,No sé,No sé,No sé,No sé,No sé,No sé,0,0,0,0,0,0,1,1,1,1,2,3,4,4,4,3,4,3,3,3,4,4,3,4,3,3,75,,Argentino,1,2,5,10000,1,4,2,2,2,1,2,,,,,,,,,FL_194,Coin flip|Quiz,,,,,FL_21,,,FL_257,,,,,,,,,8|3|7|13|9|12|1|15|5|11|6|2|14|10|4,-1
Default Response Set,0,07/08/2015 17:14,07/08/2015 17:30,1,DK200108,Qual12-1114CountriesUKUS,,,,2,1,,DA,3,no,DA,sydafrika,947,{Invalid Expression},1,2,5,48,1,Beethoven,?,?,1920,6,LA  Californien,1,0,0,0,0,0,1,1,1,1,1,3,4,4,3,4,4,4,4,3,4,4,4,4,3,4,99,,Dansk,2,4,2,"11.00,00",3,6,1,2,2,2,2,,,,,,,,,,,FL_197,Quiz|Coin flip,,,FL_21,,FL_270,,,,,,,,,,1|13|15|10|2|7|11|3|4|9|14|12|6|5|8,-1
Default Response Set,0,07/08/2015 17:21,07/08/2015 17:30,1,PT200120,Qual12-1114CountriesUKUS,,,,2,1,,PT,5,yes,PT,África Do Sul,546,{Expressão inválida},1,2,2,137,1,Ludwig van Beethoven,Stefani Joanne Angelina Germanotta,Dave Grohl,1862,5,New York,1,1,1,1,0,0,1,1,1,1,1,4,4,3,,2,4,5,4,4,4,5,4,4,2,5,70,1,Portuguesa,3,1,1,,3,6,2,2,2,1,2,,,,,,,FL_190,Quiz|Coin flip,,,,,,,FL_20,,,,FL_243,,,,,,,,14|10|7|5|9|2|3|15|6|4|12|1|8|13|11,-1
Default Response Set,0,07/08/2015 17:30,07/08/2015 17:30,1,DK200136,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,DA,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 17:30,07/08/2015 17:30,1,PT200124,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,PT,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 17:30,07/08/2015 17:30,1,ZA200078,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,EN,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 17:21,07/08/2015 17:31,1,ZA200066,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,yes,EN,Republic of Korea,590,{Invalid Expression},1,2,3,160,1,Beethoven,Sefani,Dave grohl,1862,3,Gary Indiana,1,1,1,1,1,1,1,1,1,1,1,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,90,1,South aftican,2,2,2,Not sure,1,7,2,2,2,1,2,,,,,,,,,,,,,FL_200,Coin flip|Quiz,FL_20,FL_11,,,,,,,,,,,14|3|11|6|13|5|10|2|4|15|12|9|7|8|1,-1
Default Response Set,0,07/08/2015 17:27,07/08/2015 17:31,1,ZA200073,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,no,EN,Republic of Korea,260,{Invalid Expression},1,2,3,160,1,-,Stephanie,-,-,6,-,0,1,0,0,0,0,1,1,1,1,1,4,4,4,2,3,4,2,4,1,4,4,4,4,2,3,50,,South African,3,1,1,9300,3,7,1,2,2,1,1,,,,,,,,,,,,,FL_200,Quiz|Coin flip,FL_21,FL_11,,,,,,,,,,,10|6|7|9|13|4|3|5|1|8|14|15|11|12|2,-1
Default Response Set,0,07/08/2015 17:27,07/08/2015 17:31,1,UK200123,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,yes,EN,Denmark,248,{Invalid Expression},1,1,5,183,1,,,,,,,0,0,0,0,0,0,1,1,1,1,2,4,3,3,2,3,3,3,3,4,4,2,3,4,4,3,41,1,English,3,2,1,25000,4,3,2,2,2,2,2,,,,,FL_188,Quiz|Coin flip,,,,,,,,,FL_20,FL_14,,,,,,,,,,,11|9|7|14|10|15|5|12|13|4|3|2|6|8|1,-1
Default Response Set,0,07/08/2015 17:21,07/08/2015 17:31,1,PT200118,Qual12-1114CountriesUKUS,,,,2,1,,PT,3,yes,PT,Dinamarca,619,{Expressão inválida},1,2,5,137,1,não sei,Cristhina,não sei,não sei,não sei,Chicago,0,0,0,0,0,0,1,1,1,1,1,4,4,4,3,4,4,5,4,4,4,4,4,4,3,4,70,1,portuguesa,2,2,2,,3,7,2,2,2,1,2,,,,,,,FL_191,Coin flip|Quiz,,,,,,,FL_20,,,,FL_242,,,,,,,,1|14|9|7|13|10|3|15|12|5|6|8|4|2|11,-1
Default Response Set,0,07/08/2015 17:23,07/08/2015 17:31,1,DK200127,Qual12-1114CountriesUKUS,,,,2,1,,DA,3,no,DA,Indien,513,{Invalid Expression},1,2,5,48,1,Brahms,Susanne,Søren,1967,3,Oklahoma,0,0,0,0,1,0,1,1,1,1,2,4,4,3,1,4,4,4,4,4,4,4,4,3,2,3,98,,Dk,2,4,3,22000,3,7,1,2,2,1,2,,,,,,,,,,,FL_197,Coin flip|Quiz,,,FL_21,,FL_264,,,,,,,,,,12|6|1|7|13|14|11|2|10|15|8|9|5|4|3,-1
Default Response Set,0,07/08/2015 17:23,07/08/2015 17:32,1,KR200082,Qual12-1114CountriesUKUS,,,,2,1,,KO,5,no,KO,영국과 북 아일랜드의 영국,521,{유효하지 않은 수식},1,1,3,139,1,베토벤,Stefani Joanne Angelina Germanotta,커트 코베인,1862,3,텍사스,1,1,0,1,1,0,1,1,1,1,1,4,4,4,3,2,4,4,4,4,4,4,4,4,4,3,40,,대한민국,3,1,2,20,3,7,2,2,2,1,2,,,FL_184,Coin flip|Quiz,,,,,,,,,,,FL_21,,,,,FL_230,,,,,,,6|8|11|3|1|15|7|10|2|14|4|13|12|9|5,-1
Default Response Set,0,07/08/2015 17:29,07/08/2015 17:32,1,KR200087,Qual12-1114CountriesUKUS,,,,2,2,country,,,,KO,,134,,1,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 17:24,07/08/2015 17:32,1,AR200121,Qual12-1114CountriesUKUS,,,,2,1,,ES,5,no,ES,Sudáfrica,501,{Expresión no válida},1,2,5,7,1,BEETHOVEN,Stefani Joanne Angelina Germanotta,DAVE,NO SE,3,INDIANA,1,1,0,0,1,0,1,1,1,1,1,4,4,2,4,4,4,5,4,4,4,4,4,4,2,2,50,,ARGENTINA,3,1,1,20000,3,1,2,2,2,1,1,,,,,,,,,FL_193,Quiz|Coin flip,,,,,FL_21,,,FL_261,,,,,,,,,10|4|8|5|3|6|15|13|12|2|14|7|1|9|11,-1
Default Response Set,0,07/08/2015 17:20,07/08/2015 17:32,1,DK200122,Qual12-1114CountriesUKUS,,,,2,1,,DA,5,yes,DA,Danmark,734,{Invalid Expression},1,2,5,48,1,Beethoven,Stefani,Dave grohl,1862,3,"Gary, indiana",1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,75,1,Dansk,2,2,4,23,3,6,1,2,2,2,2,,,,,,,,,,,FL_196,Quiz|Coin flip,,,FL_20,,FL_269,,,,,,,,,,8|7|1|14|6|12|3|10|5|13|2|4|15|11|9,-1
Default Response Set,0,07/08/2015 17:17,07/08/2015 17:32,1,DK200103,Qual12-1114CountriesUKUS,,,,2,1,,DA,3,no,DA,Portugal,895,{Invalid Expression},1,2,6,48,1,beethoven,Stefani Johanne Angelina Germanotta,Dave Grohl,8/22/18624,4,pas,1,1,1,1,0,0,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,56,,dansk,2,2,1,ikke svarer,3,6,2,2,2,2,2,,,,,,,,,,,FL_197,Coin flip|Quiz,,,FL_21,,FL_267,,,,,,,,,,7|4|8|10|6|13|1|3|12|14|9|15|11|5|2,-1
Default Response Set,0,07/08/2015 17:32,07/08/2015 17:32,1,DK200120,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,DA,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 17:32,07/08/2015 17:33,1,UK200128,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,EN,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 17:18,07/08/2015 17:33,1,DK200117,Qual12-1114CountriesUKUS,,,,2,1,,DA,5,no,DA,Forenede Kongerige Storbritannien og Nordirland,902,{Invalid Expression},1,2,2,48,1,Ludwig van Beethoven,Stefani,Dave Grohl,1862,3,"Gary, Indiana",1,1,1,1,1,1,1,1,1,1,2,4,3,4,2,3,4,4,3,4,4,3,4,4,3,3,98,,Dansk,2,1,1,4000,3,8,1,1,2,2,2,,,,,,,,,,,FL_196,Coin flip|Quiz,,,FL_21,,FL_266,,,,,,,,,,14|13|15|12|9|10|6|2|7|3|1|11|4|5|8,-1
Default Response Set,0,07/08/2015 17:16,07/08/2015 17:33,1,DK200112,Qual12-1114CountriesUKUS,,,,2,1,,DA,5,no,DA,Indien,1043,{Invalid Expression},1,2,5,48,1,Ludwig van Beethoven,Stefani,Chad Channing,1862,3,Indiana,1,1,0,1,1,0,1,1,1,1,1,4,4,3,3,3,3,2,4,4,4,3,4,4,3,4,80,,dansk,2,1,1,16900,3,6,1,2,2,2,2,,,,,,,,,,,FL_196,Quiz|Coin flip,,,FL_21,,FL_264,,,,,,,,,,15|7|3|13|9|5|10|8|4|11|6|1|12|2|14,-1
Default Response Set,0,07/08/2015 17:29,07/08/2015 17:33,1,PT200123,Qual12-1114CountriesUKUS,,,,2,1,,PT,3,no,PT,Argentina,269,{Expressão inválida},1,2,4,137,1,,Gweneth,,,,,0,0,0,0,0,0,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,50,,Portuguesa,3,2,2,<1500,4,7,2,2,2,2,2,,,,,,,FL_191,Coin flip|Quiz,,,,,,,FL_21,,,,FL_241,,,,,,,,10|7|15|9|5|13|2|11|14|1|3|8|12|6|4,-1
Default Response Set,0,07/08/2015 17:28,07/08/2015 17:33,1,KR200085,Qual12-1114CountriesUKUS,,,,2,1,,KO,5,no,KO,덴마크,306,{유효하지 않은 수식},1,2,3,139,1,안받음,안받음,안받음,안받음,안받음,안받음,0,0,0,0,0,0,1,1,1,1,1,3,4,4,2,2,4,3,3,3,4,3,4,4,3,3,60,,대한민국,3,1,1,0,4,8,1,2,2,1,2,,,FL_184,Coin flip|Quiz,,,,,,,,,,,FL_21,,,,,FL_233,,,,,,,6|3|1|5|10|2|9|12|7|13|8|15|4|14|11,-1
Default Response Set,0,07/08/2015 17:27,07/08/2015 17:34,1,KR200083,Qual12-1114CountriesUKUS,,,,2,1,,KO,3,yes,KO,인도,392,{유효하지 않은 수식},1,2,2,139,1,베토벤,,,,2개,,1,0,0,0,0,0,1,1,1,1,1,4,4,4,2,3,4,4,4,4,4,4,4,3,2,4,42,1,대한민국,2,1,1,약 30만원,4,8,2,2,2,1,2,,,FL_185,Quiz|Coin flip,,,,,,,,,,,FL_20,,,,,FL_228,,,,,,,7|15|11|8|13|14|10|4|5|2|3|1|6|9|12,-1
Default Response Set,0,07/08/2015 17:33,07/08/2015 17:34,1,KR200088,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 17:26,07/08/2015 17:34,1,ZA200072,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,yes,EN,Portugal,473,{Invalid Expression},1,1,2,160,1,,,,,,,0,0,0,0,0,0,1,1,1,1,2,2,3,2,1,2,3,1,4,3,3,2,2,3,2,4,95,1,South african,2,1,1,800 zar,2,8,2,2,2,1,2,,,,,,,,,,,,,FL_199,Quiz|Coin flip,FL_20,FL_12,,,,,,,,,,,6|5|13|2|15|8|12|1|14|4|7|9|11|10|3,-1
Default Response Set,0,07/08/2015 17:30,07/08/2015 17:34,1,KR200077,Qual12-1114CountriesUKUS,,,,2,1,,KO,3,yes,KO,영국과 북 아일랜드의 영국,227,{유효하지 않은 수식},1,1,3,139,1,베토벤,Stefani Joanne Angelina Germanotta,데이브 그롤,클로드 드뷔시,3개,인디애나 주 개리,1,1,1,0,1,1,1,1,1,1,1,4,4,4,3,2,4,4,4,4,4,2,4,4,4,3,2,1,대한민국,3,1,1,100만원,4,7,2,2,2,2,2,,,FL_185,Coin flip|Quiz,,,,,,,,,,,FL_20,,,,,FL_230,,,,,,,12|10|9|2|15|4|8|13|14|6|3|5|1|11|7,-1
Default Response Set,0,07/08/2015 17:34,07/08/2015 17:34,1,AR200125,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,ES,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 17:27,07/08/2015 17:34,1,DK200133,Qual12-1114CountriesUKUS,,,,2,1,,DA,3,no,DA,sydafrika,441,{Invalid Expression},1,1,3,48,1,bethoven,Stefani,Dave Grohl,1862,6,"Gary, Indiana",1,1,1,1,0,1,1,1,1,1,1,4,3,3,3,4,3,4,4,4,4,3,4,4,2,4,97,,Dansk,2,4,3,19000,3,5,2,2,2,1,1,,,,,,,,,,,FL_197,Coin flip|Quiz,,,FL_21,,FL_270,,,,,,,,,,1|13|14|12|9|10|3|15|8|6|2|5|4|7|11,-1
Default Response Set,0,07/08/2015 17:30,07/08/2015 17:35,1,UK200126,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,no,EN,Argentina,283,{Invalid Expression},1,2,4,183,1,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,0,0,0,0,0,0,1,1,1,1,1,4,2,2,2,2,4,4,4,4,4,3,2,2,3,3,75,,British,3,2,3,3500,4,4,2,2,2,2,2,,,,,FL_188,Quiz|Coin flip,,,,,,,,,FL_21,FL_13,,,,,,,,,,,7|8|13|12|5|1|10|9|15|3|4|2|14|11|6,-1
Default Response Set,0,07/08/2015 17:15,07/08/2015 17:35,1,ZA200057,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,no,EN,South Africa,1229,{Invalid Expression},1,2,3,160,1,ludwig van beethoven,stefani,dave grohl,1862,3valves,gary and indiana,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,90,,south african,1,1,4,8500,1,7,2,1,2,1,2,,,,,,,,,,,,,FL_200,Coin flip|Quiz,FL_21,FL_15,,,,,,,,,,,6|8|13|7|11|15|1|5|4|2|12|9|3|10|14,-1
Default Response Set,0,07/08/2015 17:26,07/08/2015 17:35,1,DK200131,Qual12-1114CountriesUKUS,,,,2,1,,DA,5,yes,DA,Argentina,586,{Invalid Expression},1,1,6,48,1,liist,,,,4,,0,0,0,0,0,0,1,1,1,1,2,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,50,1,danmark,3,2,4,8000,4,7,1,2,2,2,2,,,,,,,,,,,FL_196,Quiz|Coin flip,,,FL_20,,FL_268,,,,,,,,,,12|14|7|8|2|4|13|5|6|3|9|11|15|10|1,-1
Default Response Set,0,07/08/2015 17:25,07/08/2015 17:35,1,IN200101,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,yes,EN,India,596,{Invalid Expression},1,1,2,78,1,,,,,,,0,0,0,0,0,0,1,1,1,1,1,4,3,3,2,2,4,4,3,3,4,3,4,4,2,3,68,1,India,2,1,1,,3,8,2,2,2,1,2,FL_181,Quiz|Coin flip,,,,,,,,,,,,,FL_20,FL_10,,,,,,,,,,,7|13|15|11|8|10|9|4|2|5|12|1|6|3|14,-1
Default Response Set,0,07/08/2015 17:27,07/08/2015 17:36,1,ZA200074,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,yes,EN,Denmark,536,{Invalid Expression},1,1,4,160,1,Ludwig van Beethoven,Stefani,"David Eric ""Dave"" Grohl",1862,3,"Gary, Indiana",1,1,1,1,1,1,1,1,1,1,1,4,4,1,2,3,2,4,4,4,4,4,4,4,2,4,100,1,Egypt,1,2,3,25000,1,6,2,2,2,1,2,,,,,,,,,,,,,FL_199,Quiz|Coin flip,FL_20,FL_14,,,,,,,,,,,14|13|12|3|6|5|2|7|9|11|10|1|4|15|8,-1
Default Response Set,0,07/08/2015 17:27,07/08/2015 17:36,1,UK200124,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,no,EN,Argentina,508,{Invalid Expression},1,2,3,183,1,Beethoven,Jane White,kurt Cobain,1932,12,"Las Vegas, Nevada",1,0,0,0,0,0,1,1,1,1,1,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,100,,British,3,2,1,2500,4,7,2,2,2,2,1,,,,,FL_187,Coin flip|Quiz,,,,,,,,,FL_21,FL_13,,,,,,,,,,,13|9|1|12|8|4|5|10|3|11|2|6|15|7|14,-1
Default Response Set,0,07/08/2015 17:20,07/08/2015 17:36,1,ZA200064,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,yes,EN,India,966,{Invalid Expression},1,2,4,160,1,Beethoven,Stefani Joanne Angelina Germanotta,Dave Grohl,8/22/1862,3,"Gary, Indiana",1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,3,1,South African,2,2,3,R20 000,4,7,2,2,2,1,2,,,,,,,,,,,,,FL_200,Quiz|Coin flip,FL_20,FL_10,,,,,,,,,,,8|3|9|4|1|10|7|11|13|12|6|2|5|15|14,-1
Default Response Set,0,07/08/2015 17:22,07/08/2015 17:36,1,ZA200069,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,yes,EN,United Kingdom of Great Britain and Northern Ireland,844,{Invalid Expression},1,2,3,160,1,Don't know,Stefani,Dave Grohl,Don't know,7,Don't know,0,1,1,0,0,0,1,1,1,1,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,90,1,South African,3,1,1,6300,3,1,2,2,2,2,2,,,,,,,,,,,,,FL_199,Coin flip|Quiz,FL_20,FL_9,,,,,,,,,,,14|5|7|15|6|12|1|3|10|11|2|8|13|9|4,-1
Default Response Set,0,07/08/2015 17:29,07/08/2015 17:36,1,DK200135,Qual12-1114CountriesUKUS,,,,2,1,,DA,5,no,DA,Argentina,443,{Invalid Expression},1,2,6,48,1,Beethoven,Stefani,Aaron Burckhard,1862,3,"Gary, Indiana",1,1,1,1,1,1,1,1,1,1,1,4,4,3,2,4,4,4,4,4,4,4,4,4,2,3,75,,Dansk,2,2,3,Ved det ikke,3,7,1,2,2,2,1,,,,,,,,,,,FL_196,Coin flip|Quiz,,,FL_21,,FL_268,,,,,,,,,,15|3|5|11|13|1|2|8|4|10|12|9|6|7|14,-1
Default Response Set,0,07/08/2015 17:30,07/08/2015 17:37,1,KR200080,Qual12-1114CountriesUKUS,,,,2,1,,KO,3,no,KO,대한민국,372,{유효하지 않은 수식},1,1,4,139,1,베토벤,스테파니 조안  안젤리나 저마노타,데이브 그롤,1862,3,인디애나주 게리,1,1,1,1,1,1,1,1,1,1,1,3,4,4,2,3,3,4,3,3,4,3,3,4,3,3,50,,대한민국,2,1,1,250만원,3,7,2,2,2,2,1,,,FL_185,Coin flip|Quiz,,,,,,,,,,,FL_21,,,,,FL_229,,,,,,,14|6|5|15|11|7|13|1|8|9|12|3|10|2|4,-1
Default Response Set,0,07/08/2015 17:29,07/08/2015 17:37,1,KR200086,Qual12-1114CountriesUKUS,,,,2,1,,KO,5,yes,KO,인도,490,{유효하지 않은 수식},1,2,2,139,1,베토벤,스테파니,데이브 그롤,1862년,4개,인디애나주,1,1,1,1,0,0,1,1,1,1,2,3,4,4,2,4,3,3,3,4,4,3,4,4,4,4,90,1,대한민국,3,1,1,6만원,4,8,2,2,2,2,2,,,FL_184,Quiz|Coin flip,,,,,,,,,,,FL_20,,,,,FL_228,,,,,,,5|10|13|15|12|7|9|14|8|2|6|1|11|3|4,-1
Default Response Set,0,07/08/2015 17:27,07/08/2015 17:37,1,PT200121,Qual12-1114CountriesUKUS,,,,2,1,,PT,5,yes,PT,Índia,591,{Expressão inválida},1,1,5,137,1,não sei,não sei,não sei,não sei,não sei,não sei,0,0,0,0,0,0,1,1,1,1,1,2,3,3,1,3,3,1,2,2,1,3,2,4,2,4,50,1,portuguesa,1,2,1,550,1,7,2,2,2,2,2,,,,,,,FL_190,Quiz|Coin flip,,,,,,,FL_20,,,,FL_237,,,,,,,,8|11|3|2|14|15|7|12|6|1|9|13|5|4|10,-1
Default Response Set,0,07/08/2015 17:18,07/08/2015 17:37,1,AR200116,Qual12-1114CountriesUKUS,,,,2,1,,ES,5,no,ES,Sudáfrica,1121,{Expresión no válida},1,2,2,7,1,beethoven,Stefani Joanne Angelina Germanotta,no se,1956,8,california. los angeles,1,1,0,0,0,0,1,1,1,1,1,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,96,,argentina,2,1,1,7.9,1,8,2,2,2,1,1,,,,,,,,,FL_193,Coin flip|Quiz,,,,,FL_21,,,FL_261,,,,,,,,,9|11|5|7|12|2|14|4|1|10|13|3|15|6|8,-1
Default Response Set,0,07/08/2015 17:37,07/08/2015 17:37,1,UK200131,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,EN,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 17:11,07/08/2015 17:37,1,IN200086,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,no,EN,South Africa,1569,{Invalid Expression},1,2,4,78,1,Beethovan,Steffani,Dave,1862,3,indiana,1,1,0,1,1,0,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,70,,indian,2,2,3,100000,2,7,2,2,2,2,2,FL_181,Quiz|Coin flip,,,,,,,,,,,,,FL_21,FL_15,,,,,,,,,,,3|1|5|8|14|15|10|12|7|6|11|4|9|2|13,-1
Default Response Set,0,07/08/2015 17:28,07/08/2015 17:38,1,DK200132,Qual12-1114CountriesUKUS,,,,2,1,,DA,5,yes,DA,Indien,579,{Invalid Expression},1,1,6,48,1,Tannhauser,Jane,Simon,1750,tre,South Carolina,0,0,0,0,0,0,1,1,1,1,1,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,50,1,Dansk,2,5,1,14000 kr.,3,7,1,2,2,2,2,,,,,,,,,,,FL_196,Coin flip|Quiz,,,FL_20,,FL_264,,,,,,,,,,9|7|2|8|13|3|14|11|10|15|4|6|5|12|1,-1
Default Response Set,0,07/08/2015 17:31,07/08/2015 17:38,1,DK200137,Qual12-1114CountriesUKUS,,,,2,1,,DA,3,no,DA,Forenede Kongerige Storbritannien og Nordirland,442,{Invalid Expression},1,1,6,48,1,Grick, , ,0,5,0,0,0,0,0,0,0,1,1,1,1,2,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,50,,Dansk,2,2,5,11500,3,1,2,2,2,2,2,,,,,,,,,,,FL_197,Quiz|Coin flip,,,FL_21,,FL_266,,,,,,,,,,8|13|7|2|15|6|5|4|11|10|14|12|1|9|3,-1
Default Response Set,0,07/08/2015 17:38,07/08/2015 17:38,1,IN200111,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,EN,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
